,Région,Rayonnement solaire global (W/m2),Année,Heure,Saison,Energie (W.h-1.m2-1),mois,an,Tarif ≤ 9 kWc,Tarif ≤ 3 kWc
1198,Nouvelle-Aquitaine,295.84,2020-08-29,09:00:00,Ete,32.871111111111105,8,2020,15.67,18.44
1199,Nouvelle-Aquitaine,483.9,2020-08-29,15:00:00,Ete,32.26,8,2020,15.67,18.44
1200,Nouvelle-Aquitaine,328.58,2020-08-30,09:00:00,Ete,36.50888888888889,8,2020,15.67,18.44
1201,Nouvelle-Aquitaine,2.93,2020-08-30,06:00:00,Ete,0.48833333333333334,8,2020,15.67,18.44
1202,Nouvelle-Aquitaine,332.52,2020-08-30,18:00:00,Ete,18.473333333333333,8,2020,15.67,18.44
1203,Nouvelle-Aquitaine,511.85,2020-08-30,15:00:00,Ete,34.123333333333335,8,2020,15.67,18.44
1204,Nouvelle-Aquitaine,3.8,2020-08-30,21:00:00,Ete,0.18095238095238095,8,2020,15.67,18.44
1205,Nouvelle-Aquitaine,515.35,2020-08-30,12:00:00,Ete,42.94583333333333,8,2020,15.67,18.44
1206,Nouvelle-Aquitaine,0.91,2020-08-30,03:00:00,Ete,0.30333333333333334,8,2020,15.67,18.44
1207,Nouvelle-Aquitaine,1.18,2020-08-30,00:00:00,Ete,0.0,8,2020,15.67,18.44
1208,Nouvelle-Aquitaine,3.44,2020-08-31,21:00:00,Ete,0.1638095238095238,8,2020,15.67,18.44
1209,Nouvelle-Aquitaine,0.89,2020-08-31,03:00:00,Ete,0.2966666666666667,8,2020,15.67,18.44
1210,Nouvelle-Aquitaine,3.15,2020-08-31,06:00:00,Ete,0.525,8,2020,15.67,18.44
1211,Nouvelle-Aquitaine,534.17,2020-08-31,15:00:00,Ete,35.61133333333333,8,2020,15.67,18.44
1212,Nouvelle-Aquitaine,564.77,2020-08-31,12:00:00,Ete,47.064166666666665,8,2020,15.67,18.44
1213,Nouvelle-Aquitaine,1.07,2020-08-31,00:00:00,Ete,0.0,8,2020,15.67,18.44
1214,Nouvelle-Aquitaine,365.46,2020-08-31,09:00:00,Ete,40.60666666666666,8,2020,15.67,18.44
1215,Nouvelle-Aquitaine,340.32,2020-08-31,18:00:00,Ete,18.906666666666666,8,2020,15.67,18.44
1216,Nouvelle-Aquitaine,11.18,2020-12-01,09:00:00,Hiver,1.2422222222222221,12,2020,15.27,17.97
1217,Nouvelle-Aquitaine,0.0,2020-12-01,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1218,Nouvelle-Aquitaine,126.9,2020-12-01,15:00:00,Hiver,8.46,12,2020,15.27,17.97
1219,Nouvelle-Aquitaine,12.73,2020-12-01,18:00:00,Hiver,0.7072222222222222,12,2020,15.27,17.97
1220,Nouvelle-Aquitaine,101.29,2020-12-01,12:00:00,Hiver,8.440833333333334,12,2020,15.27,17.97
1221,Nouvelle-Aquitaine,0.0,2020-12-01,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1222,Nouvelle-Aquitaine,0.0,2020-12-01,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1223,Nouvelle-Aquitaine,0.0,2020-12-01,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1224,Nouvelle-Aquitaine,0.0,2020-12-02,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1225,Nouvelle-Aquitaine,182.49,2020-12-02,15:00:00,Hiver,12.166,12,2020,15.27,17.97
1226,Nouvelle-Aquitaine,16.01,2020-12-02,18:00:00,Hiver,0.8894444444444445,12,2020,15.27,17.97
1227,Nouvelle-Aquitaine,0.0,2020-12-02,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1228,Nouvelle-Aquitaine,208.71,2020-12-02,12:00:00,Hiver,17.392500000000002,12,2020,15.27,17.97
1229,Nouvelle-Aquitaine,0.0,2020-12-02,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1230,Nouvelle-Aquitaine,27.45,2020-12-02,09:00:00,Hiver,3.05,12,2020,15.27,17.97
1231,Nouvelle-Aquitaine,0.0,2020-12-02,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1232,Nouvelle-Aquitaine,0.0,2020-12-03,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1233,Nouvelle-Aquitaine,12.68,2020-12-03,09:00:00,Hiver,1.4088888888888889,12,2020,15.27,17.97
1234,Nouvelle-Aquitaine,88.14,2020-12-03,12:00:00,Hiver,7.345,12,2020,15.27,17.97
1235,Nouvelle-Aquitaine,0.0,2020-12-03,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1236,Nouvelle-Aquitaine,69.68,2020-12-03,15:00:00,Hiver,4.645333333333334,12,2020,15.27,17.97
1237,Nouvelle-Aquitaine,6.32,2020-12-03,18:00:00,Hiver,0.35111111111111115,12,2020,15.27,17.97
1238,Nouvelle-Aquitaine,0.0,2020-12-03,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1239,Nouvelle-Aquitaine,0.0,2020-12-03,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1240,Nouvelle-Aquitaine,0.0,2020-12-04,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1241,Nouvelle-Aquitaine,177.03,2020-12-04,12:00:00,Hiver,14.7525,12,2020,15.27,17.97
1242,Nouvelle-Aquitaine,0.0,2020-12-04,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1243,Nouvelle-Aquitaine,15.74,2020-12-04,18:00:00,Hiver,0.8744444444444445,12,2020,15.27,17.97
1244,Nouvelle-Aquitaine,22.17,2020-12-04,09:00:00,Hiver,2.4633333333333334,12,2020,15.27,17.97
1245,Nouvelle-Aquitaine,0.0,2020-12-04,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1246,Nouvelle-Aquitaine,0.0,2020-12-04,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1247,Nouvelle-Aquitaine,165.54,2020-12-04,15:00:00,Hiver,11.036,12,2020,15.27,17.97
1248,Nouvelle-Aquitaine,13.13,2020-12-05,18:00:00,Hiver,0.7294444444444445,12,2020,15.27,17.97
1249,Nouvelle-Aquitaine,171.34,2020-12-05,12:00:00,Hiver,14.278333333333334,12,2020,15.27,17.97
1250,Nouvelle-Aquitaine,153.51,2020-12-05,15:00:00,Hiver,10.234,12,2020,15.27,17.97
1251,Nouvelle-Aquitaine,21.33,2020-12-05,09:00:00,Hiver,2.3699999999999997,12,2020,15.27,17.97
1252,Nouvelle-Aquitaine,0.0,2020-12-05,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1253,Nouvelle-Aquitaine,0.0,2020-12-05,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1254,Nouvelle-Aquitaine,0.0,2020-12-05,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1255,Nouvelle-Aquitaine,0.0,2020-12-05,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1256,Nouvelle-Aquitaine,0.0,2020-12-06,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1257,Nouvelle-Aquitaine,0.0,2020-12-06,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1258,Nouvelle-Aquitaine,174.55,2020-12-06,12:00:00,Hiver,14.545833333333334,12,2020,15.27,17.97
1259,Nouvelle-Aquitaine,0.0,2020-12-06,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1260,Nouvelle-Aquitaine,0.0,2020-12-06,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1261,Nouvelle-Aquitaine,165.45,2020-12-06,15:00:00,Hiver,11.03,12,2020,15.27,17.97
1262,Nouvelle-Aquitaine,19.23,2020-12-06,09:00:00,Hiver,2.1366666666666667,12,2020,15.27,17.97
1263,Nouvelle-Aquitaine,14.97,2020-12-06,18:00:00,Hiver,0.8316666666666667,12,2020,15.27,17.97
1264,Nouvelle-Aquitaine,0.0,2020-12-07,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1265,Nouvelle-Aquitaine,0.0,2020-12-07,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1266,Nouvelle-Aquitaine,21.98,2020-12-07,18:00:00,Hiver,1.221111111111111,12,2020,15.27,17.97
1267,Nouvelle-Aquitaine,0.0,2020-12-07,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1268,Nouvelle-Aquitaine,83.2,2020-12-07,12:00:00,Hiver,6.933333333333334,12,2020,15.27,17.97
1269,Nouvelle-Aquitaine,0.0,2020-12-07,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1270,Nouvelle-Aquitaine,92.56,2020-12-07,15:00:00,Hiver,6.1706666666666665,12,2020,15.27,17.97
1271,Nouvelle-Aquitaine,23.27,2020-12-07,09:00:00,Hiver,2.5855555555555556,12,2020,15.27,17.97
1272,Nouvelle-Aquitaine,28.51,2020-12-08,18:00:00,Hiver,1.583888888888889,12,2020,15.27,17.97
1273,Nouvelle-Aquitaine,0.0,2020-12-08,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1274,Nouvelle-Aquitaine,159.16,2020-12-08,12:00:00,Hiver,13.263333333333334,12,2020,15.27,17.97
1275,Nouvelle-Aquitaine,34.13,2020-12-08,09:00:00,Hiver,3.7922222222222226,12,2020,15.27,17.97
1276,Nouvelle-Aquitaine,158.24,2020-12-08,15:00:00,Hiver,10.549333333333333,12,2020,15.27,17.97
1277,Nouvelle-Aquitaine,0.0,2020-12-08,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1278,Nouvelle-Aquitaine,0.0,2020-12-08,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1279,Nouvelle-Aquitaine,0.0,2020-12-08,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1280,Nouvelle-Aquitaine,0.0,2020-12-09,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1281,Nouvelle-Aquitaine,0.0,2020-12-09,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1282,Nouvelle-Aquitaine,146.43,2020-12-09,15:00:00,Hiver,9.762,12,2020,15.27,17.97
1283,Nouvelle-Aquitaine,34.75,2020-12-09,18:00:00,Hiver,1.9305555555555556,12,2020,15.27,17.97
1284,Nouvelle-Aquitaine,0.0,2020-12-09,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1285,Nouvelle-Aquitaine,42.62,2020-12-09,09:00:00,Hiver,4.735555555555555,12,2020,15.27,17.97
1286,Nouvelle-Aquitaine,0.0,2020-12-09,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1287,Nouvelle-Aquitaine,159.15,2020-12-09,12:00:00,Hiver,13.262500000000001,12,2020,15.27,17.97
1288,Nouvelle-Aquitaine,120.6,2020-12-10,15:00:00,Hiver,8.04,12,2020,15.27,17.97
1289,Nouvelle-Aquitaine,0.0,2020-12-10,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1290,Nouvelle-Aquitaine,0.0,2020-12-10,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1291,Nouvelle-Aquitaine,41.25,2020-12-10,09:00:00,Hiver,4.583333333333333,12,2020,15.27,17.97
1292,Nouvelle-Aquitaine,112.56,2020-12-10,12:00:00,Hiver,9.38,12,2020,15.27,17.97
1293,Nouvelle-Aquitaine,0.0,2020-12-10,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1294,Nouvelle-Aquitaine,0.0,2020-12-10,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1295,Nouvelle-Aquitaine,39.74,2020-12-10,18:00:00,Hiver,2.207777777777778,12,2020,15.27,17.97
1296,Nouvelle-Aquitaine,32.63,2020-12-11,18:00:00,Hiver,1.8127777777777778,12,2020,15.27,17.97
1297,Nouvelle-Aquitaine,0.0,2020-12-11,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1298,Nouvelle-Aquitaine,0.0,2020-12-11,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1299,Nouvelle-Aquitaine,34.17,2020-12-11,09:00:00,Hiver,3.796666666666667,12,2020,15.27,17.97
1300,Nouvelle-Aquitaine,96.45,2020-12-11,15:00:00,Hiver,6.430000000000001,12,2020,15.27,17.97
1301,Nouvelle-Aquitaine,99.16,2020-12-11,12:00:00,Hiver,8.263333333333334,12,2020,15.27,17.97
1302,Nouvelle-Aquitaine,0.0,2020-12-11,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1303,Nouvelle-Aquitaine,0.0,2020-12-11,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1304,Nouvelle-Aquitaine,0.0,2020-12-12,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1305,Nouvelle-Aquitaine,143.97,2020-12-12,15:00:00,Hiver,9.598,12,2020,15.27,17.97
1306,Nouvelle-Aquitaine,139.4,2020-12-12,12:00:00,Hiver,11.616666666666667,12,2020,15.27,17.97
1307,Nouvelle-Aquitaine,41.89,2020-12-12,09:00:00,Hiver,4.654444444444445,12,2020,15.27,17.97
1308,Nouvelle-Aquitaine,0.0,2020-12-12,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1309,Nouvelle-Aquitaine,0.0,2020-12-12,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1310,Nouvelle-Aquitaine,0.0,2020-12-12,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1311,Nouvelle-Aquitaine,45.89,2020-12-12,18:00:00,Hiver,2.5494444444444446,12,2020,15.27,17.97
1312,Nouvelle-Aquitaine,48.25,2020-12-13,09:00:00,Hiver,5.361111111111111,12,2020,15.27,17.97
1313,Nouvelle-Aquitaine,0.0,2020-12-13,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1314,Nouvelle-Aquitaine,121.37,2020-12-13,12:00:00,Hiver,10.114166666666668,12,2020,15.27,17.97
1315,Nouvelle-Aquitaine,0.0,2020-12-13,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1316,Nouvelle-Aquitaine,0.0,2020-12-13,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1317,Nouvelle-Aquitaine,45.51,2020-12-13,18:00:00,Hiver,2.5283333333333333,12,2020,15.27,17.97
1318,Nouvelle-Aquitaine,123.97,2020-12-13,15:00:00,Hiver,8.264666666666667,12,2020,15.27,17.97
1319,Nouvelle-Aquitaine,0.0,2020-12-13,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1320,Nouvelle-Aquitaine,110.31,2020-12-14,12:00:00,Hiver,9.1925,12,2020,15.27,17.97
1321,Nouvelle-Aquitaine,49.05,2020-12-14,09:00:00,Hiver,5.449999999999999,12,2020,15.27,17.97
1322,Nouvelle-Aquitaine,39.82,2020-12-14,18:00:00,Hiver,2.212222222222222,12,2020,15.27,17.97
1323,Nouvelle-Aquitaine,0.0,2020-12-14,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1324,Nouvelle-Aquitaine,0.0,2020-12-14,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1325,Nouvelle-Aquitaine,104.34,2020-12-14,15:00:00,Hiver,6.956,12,2020,15.27,17.97
1326,Nouvelle-Aquitaine,0.0,2020-12-14,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1327,Nouvelle-Aquitaine,0.0,2020-12-14,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1328,Nouvelle-Aquitaine,0.0,2020-12-15,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1329,Nouvelle-Aquitaine,170.09,2020-12-15,12:00:00,Hiver,14.174166666666666,12,2020,15.27,17.97
1330,Nouvelle-Aquitaine,0.0,2020-12-15,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1331,Nouvelle-Aquitaine,63.28,2020-12-15,09:00:00,Hiver,7.0311111111111115,12,2020,15.27,17.97
1332,Nouvelle-Aquitaine,0.0,2020-12-15,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1333,Nouvelle-Aquitaine,60.76,2020-12-15,18:00:00,Hiver,3.3755555555555556,12,2020,15.27,17.97
1334,Nouvelle-Aquitaine,175.47,2020-12-15,15:00:00,Hiver,11.698,12,2020,15.27,17.97
1335,Nouvelle-Aquitaine,0.0,2020-12-15,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1336,Nouvelle-Aquitaine,0.0,2020-12-16,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1337,Nouvelle-Aquitaine,0.0,2020-12-16,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1338,Nouvelle-Aquitaine,0.0,2020-12-16,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1339,Nouvelle-Aquitaine,170.27,2020-12-16,12:00:00,Hiver,14.189166666666667,12,2020,15.27,17.97
1340,Nouvelle-Aquitaine,154.38,2020-12-16,15:00:00,Hiver,10.292,12,2020,15.27,17.97
1341,Nouvelle-Aquitaine,49.62,2020-12-16,09:00:00,Hiver,5.513333333333333,12,2020,15.27,17.97
1342,Nouvelle-Aquitaine,44.32,2020-12-16,18:00:00,Hiver,2.462222222222222,12,2020,15.27,17.97
1343,Nouvelle-Aquitaine,0.0,2020-12-16,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1344,Nouvelle-Aquitaine,52.89,2020-12-17,18:00:00,Hiver,2.9383333333333335,12,2020,15.27,17.97
1345,Nouvelle-Aquitaine,155.7,2020-12-17,12:00:00,Hiver,12.975,12,2020,15.27,17.97
1346,Nouvelle-Aquitaine,0.0,2020-12-17,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1347,Nouvelle-Aquitaine,0.0,2020-12-17,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1348,Nouvelle-Aquitaine,170.16,2020-12-17,15:00:00,Hiver,11.344,12,2020,15.27,17.97
1349,Nouvelle-Aquitaine,46.72,2020-12-17,09:00:00,Hiver,5.191111111111111,12,2020,15.27,17.97
1350,Nouvelle-Aquitaine,0.0,2020-12-17,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1351,Nouvelle-Aquitaine,0.0,2020-12-17,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1352,Nouvelle-Aquitaine,0.0,2020-12-18,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1353,Nouvelle-Aquitaine,0.0,2020-12-18,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1354,Nouvelle-Aquitaine,67.96,2020-12-18,18:00:00,Hiver,3.775555555555555,12,2020,15.27,17.97
1355,Nouvelle-Aquitaine,195.79,2020-12-18,12:00:00,Hiver,16.315833333333334,12,2020,15.27,17.97
1356,Nouvelle-Aquitaine,0.0,2020-12-18,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1357,Nouvelle-Aquitaine,65.7,2020-12-18,09:00:00,Hiver,7.300000000000001,12,2020,15.27,17.97
1358,Nouvelle-Aquitaine,0.0,2020-12-18,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1359,Nouvelle-Aquitaine,206.33,2020-12-18,15:00:00,Hiver,13.755333333333335,12,2020,15.27,17.97
1360,Nouvelle-Aquitaine,0.0,2020-12-19,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1361,Nouvelle-Aquitaine,0.0,2020-12-19,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1362,Nouvelle-Aquitaine,73.33,2020-12-19,12:00:00,Hiver,6.110833333333333,12,2020,15.27,17.97
1363,Nouvelle-Aquitaine,32.14,2020-12-19,18:00:00,Hiver,1.7855555555555556,12,2020,15.27,17.97
1364,Nouvelle-Aquitaine,29.08,2020-12-19,09:00:00,Hiver,3.231111111111111,12,2020,15.27,17.97
1365,Nouvelle-Aquitaine,73.54,2020-12-19,15:00:00,Hiver,4.902666666666667,12,2020,15.27,17.97
1366,Nouvelle-Aquitaine,0.0,2020-12-19,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1367,Nouvelle-Aquitaine,0.0,2020-12-19,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1368,Nouvelle-Aquitaine,0.0,2020-12-20,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1369,Nouvelle-Aquitaine,0.0,2020-12-20,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1370,Nouvelle-Aquitaine,0.01,2020-12-20,06:00:00,Hiver,0.0016666666666666668,12,2020,15.27,17.97
1371,Nouvelle-Aquitaine,0.0,2020-12-20,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1372,Nouvelle-Aquitaine,48.87,2020-12-20,09:00:00,Hiver,5.43,12,2020,15.27,17.97
1373,Nouvelle-Aquitaine,51.8,2020-12-20,18:00:00,Hiver,2.8777777777777778,12,2020,15.27,17.97
1374,Nouvelle-Aquitaine,160.06,2020-12-20,12:00:00,Hiver,13.338333333333333,12,2020,15.27,17.97
1375,Nouvelle-Aquitaine,162.81,2020-12-20,15:00:00,Hiver,10.854000000000001,12,2020,15.27,17.97
1376,Nouvelle-Aquitaine,0.0,2020-12-21,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1377,Nouvelle-Aquitaine,0.0,2020-12-21,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1378,Nouvelle-Aquitaine,46.92,2020-12-21,09:00:00,Hiver,5.213333333333334,12,2020,15.27,17.97
1379,Nouvelle-Aquitaine,96.6,2020-12-21,15:00:00,Hiver,6.4399999999999995,12,2020,15.27,17.97
1380,Nouvelle-Aquitaine,47.28,2020-12-21,18:00:00,Hiver,2.626666666666667,12,2020,15.27,17.97
1381,Nouvelle-Aquitaine,90.42,2020-12-21,12:00:00,Hiver,7.535,12,2020,15.27,17.97
1382,Nouvelle-Aquitaine,0.0,2020-12-21,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1383,Nouvelle-Aquitaine,0.0,2020-12-21,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1384,Nouvelle-Aquitaine,53.04,2020-12-22,09:00:00,Hiver,5.8933333333333335,12,2020,15.27,17.97
1385,Nouvelle-Aquitaine,0.0,2020-12-22,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1386,Nouvelle-Aquitaine,170.01,2020-12-22,15:00:00,Hiver,11.334,12,2020,15.27,17.97
1387,Nouvelle-Aquitaine,0.0,2020-12-22,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1388,Nouvelle-Aquitaine,161.58,2020-12-22,12:00:00,Hiver,13.465000000000002,12,2020,15.27,17.97
1389,Nouvelle-Aquitaine,0.0,2020-12-22,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1390,Nouvelle-Aquitaine,0.0,2020-12-22,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1391,Nouvelle-Aquitaine,54.32,2020-12-22,18:00:00,Hiver,3.017777777777778,12,2020,15.27,17.97
1392,Nouvelle-Aquitaine,0.0,2020-12-23,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1393,Nouvelle-Aquitaine,0.0,2020-12-23,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1394,Nouvelle-Aquitaine,0.0,2020-12-23,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1395,Nouvelle-Aquitaine,0.0,2020-12-23,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1396,Nouvelle-Aquitaine,110.85,2020-12-23,15:00:00,Hiver,7.39,12,2020,15.27,17.97
1397,Nouvelle-Aquitaine,117.06,2020-12-23,12:00:00,Hiver,9.755,12,2020,15.27,17.97
1398,Nouvelle-Aquitaine,32.61,2020-12-23,18:00:00,Hiver,1.8116666666666665,12,2020,15.27,17.97
1399,Nouvelle-Aquitaine,35.45,2020-12-23,09:00:00,Hiver,3.938888888888889,12,2020,15.27,17.97
1400,Nouvelle-Aquitaine,116.93,2020-12-24,15:00:00,Hiver,7.795333333333334,12,2020,15.27,17.97
1401,Nouvelle-Aquitaine,45.25,2020-12-24,09:00:00,Hiver,5.027777777777778,12,2020,15.27,17.97
1402,Nouvelle-Aquitaine,0.0,2020-12-24,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1403,Nouvelle-Aquitaine,0.0,2020-12-24,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1404,Nouvelle-Aquitaine,114.79,2020-12-24,12:00:00,Hiver,9.565833333333334,12,2020,15.27,17.97
1405,Nouvelle-Aquitaine,0.01,2020-12-24,06:00:00,Hiver,0.0016666666666666668,12,2020,15.27,17.97
1406,Nouvelle-Aquitaine,0.0,2020-12-24,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1407,Nouvelle-Aquitaine,50.3,2020-12-24,18:00:00,Hiver,2.7944444444444443,12,2020,15.27,17.97
1408,Nouvelle-Aquitaine,58.24,2020-12-25,18:00:00,Hiver,3.2355555555555555,12,2020,15.27,17.97
1409,Nouvelle-Aquitaine,0.0,2020-12-25,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1410,Nouvelle-Aquitaine,0.0,2020-12-25,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1411,Nouvelle-Aquitaine,0.0,2020-12-25,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1412,Nouvelle-Aquitaine,57.12,2020-12-25,09:00:00,Hiver,6.346666666666667,12,2020,15.27,17.97
1413,Nouvelle-Aquitaine,0.0,2020-12-25,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1414,Nouvelle-Aquitaine,180.08,2020-12-25,12:00:00,Hiver,15.006666666666668,12,2020,15.27,17.97
1415,Nouvelle-Aquitaine,167.66,2020-12-25,15:00:00,Hiver,11.177333333333333,12,2020,15.27,17.97
1416,Nouvelle-Aquitaine,0.0,2020-12-26,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1417,Nouvelle-Aquitaine,0.0,2020-12-26,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1418,Nouvelle-Aquitaine,168.89,2020-12-26,12:00:00,Hiver,14.074166666666665,12,2020,15.27,17.97
1419,Nouvelle-Aquitaine,0.0,2020-12-26,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1420,Nouvelle-Aquitaine,0.0,2020-12-26,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1421,Nouvelle-Aquitaine,59.09,2020-12-26,18:00:00,Hiver,3.282777777777778,12,2020,15.27,17.97
1422,Nouvelle-Aquitaine,56.88,2020-12-26,09:00:00,Hiver,6.32,12,2020,15.27,17.97
1423,Nouvelle-Aquitaine,170.1,2020-12-26,15:00:00,Hiver,11.34,12,2020,15.27,17.97
1424,Nouvelle-Aquitaine,0.0,2020-12-27,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1425,Nouvelle-Aquitaine,66.91,2020-12-27,15:00:00,Hiver,4.460666666666667,12,2020,15.27,17.97
1426,Nouvelle-Aquitaine,31.71,2020-12-27,18:00:00,Hiver,1.7616666666666667,12,2020,15.27,17.97
1427,Nouvelle-Aquitaine,0.0,2020-12-27,21:00:00,Hiver,0.0,12,2020,15.27,17.97
1428,Nouvelle-Aquitaine,69.32,2020-12-27,12:00:00,Hiver,5.776666666666666,12,2020,15.27,17.97
1429,Nouvelle-Aquitaine,34.23,2020-12-27,09:00:00,Hiver,3.803333333333333,12,2020,15.27,17.97
1430,Nouvelle-Aquitaine,0.0,2020-12-27,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1431,Nouvelle-Aquitaine,0.0,2020-12-27,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1432,Nouvelle-Aquitaine,0.0,2020-12-28,00:00:00,Hiver,0.0,12,2020,15.27,17.97
1433,Nouvelle-Aquitaine,0.0,2020-12-28,06:00:00,Hiver,0.0,12,2020,15.27,17.97
1434,Nouvelle-Aquitaine,33.8,2020-12-28,09:00:00,Hiver,3.755555555555555,12,2020,15.27,17.97
1435,Nouvelle-Aquitaine,0.0,2020-12-28,03:00:00,Hiver,0.0,12,2020,15.27,17.97
1436,Nouvelle-Aquitaine,95.48,2020-12-28,12:00:00,Hiver,7.956666666666667,12,2020,15.27,17.97
1437,Nouvelle-Aquitaine,0.0,2020-12-28,21:00:00,Hiver,0.0,12,2020,15.27,17.97
